"","Stage","Date","Distance","Origin","Destination","Type","Winner","Spe_Winner","Winner_Country","lon_Origin","lat_Origin","lon_Destination","lat_Destination"
"1884","15","1930-07-19",333,"Nice","Grenoble","Stage with mountain(s)","Learco Guerra","","ITA","7.2683912","43.7009358","5.7357819","45.1875602"
"1885","16","1930-07-21",331,"Grenoble","Evian","Stage with mountain(s)","André Leducq","","FRA","5.7357819","45.1875602","7.2005023","45.7108265"
"1886","17","1930-07-23",282,"Evian","Belfort","Stage with mountain(s)","Frans Bonduel","","BEL","7.2005023","45.7108265","6.8628942","47.6379599"
"1887","18","1930-07-24",223,"Belfort","Metz","Plain stage","Charles Pélissier","","FRA","6.8628942","47.6379599","6.1763552","49.1196964"
"1888","19","1930-07-25",159,"Metz","Charleville","Plain stage","Charles Pélissier","","FRA","6.1763552","49.1196964","3.6664318","48.813549"
"1889","20","1930-07-26",271,"Charleville","Malo-les-Bains","Plain stage","Charles Pélissier","","FRA","3.6664318","48.813549","2.3984694","51.0466792"
"1890","21","1930-07-27",300,"Malo-les-Bains","Paris","Plain stage","Charles Pélissier","","FRA","2.3984694","51.0466792","2.32004102172008","48.8588897"
"1891","1","1929-06-30",206,"Paris","Caen","Plain stage","Aimé Dossche","","BEL","2.32004102172008","48.8588897","-0.3635615","49.1813403"
"1892","2","1929-07-01",140,"Caen","Cherbourg","Plain stage","André Leducq","","FRA","-0.3635615","49.1813403","-1.6249565","49.6425343"
"1893","3","1929-07-02",199,"Cherbourg","Dinan","Plain stage","Omer Taverne","","BEL","-1.6249565","49.6425343","-2.047687","48.4539775"
"1894","4","1929-07-03",206,"Dinan","Brest","Plain stage","Louis Delannoy","","BEL","-2.047687","48.4539775","-4.4860088","48.3905283"
"1895","5","1929-07-04",208,"Brest","Vannes","Plain stage","Gustaaf van Slembrouck","","BEL","-4.4860088","48.3905283","-2.7599079","47.6586772"
"1896","6","1929-07-05",206,"Vannes","Les Sables d'Olonne","Plain stage","Paul Le Drogo","","FRA","-2.7599079","47.6586772","-1.79245753441927","46.5002031"
"1897","7","1929-07-06",285,"Les Sables d'Olonne","Bordeaux","Plain stage","Nicolas Frantz","","LUX","-1.79245753441927","46.5002031","-0.5800364","44.841225"
"1898","8","1929-07-07",182,"Bordeaux","Bayonne","Plain stage","Julien Moineau","","FRA","-0.5800364","44.841225","-1.4736657","43.4945144"
"1899","9","1929-07-09",363,"Bayonne","Luchon","Stage with mountain(s)","Salvador Cardona","","ESP","-1.4736657","43.4945144","0.5912279","42.7910617"
"1900","10","1929-07-11",323,"Luchon","Perpignan","Stage with mountain(s)","Jef Demuysere","","BEL","0.5912279","42.7910617","2.8953121","42.6985304"
"1901","11","1929-07-13",366,"Perpignan","Marseille","Plain stage","André Leducq","","FRA","2.8953121","42.6985304","5.3699525","43.2961743"
"1902","12","1929-07-15",191,"Marseille","Cannes","Team time trial","Marcel Bidot","","FRA","5.3699525","43.2961743","7.0134418","43.5515198"
"1903","13","1929-07-16",133,"Cannes","Nice","Stage with mountain(s)","Benoît Fauré","","FRA","7.0134418","43.5515198","7.2683912","43.7009358"
"1904","14","1929-07-18",333,"Nice","Grenoble","Stage with mountain(s)","Gaston Rebry","","BEL","7.2683912","43.7009358","5.7357819","45.1875602"
"1905","15","1929-07-20",329,"Grenoble","Evian","Stage with mountain(s)","Julien Vervaecke","","BEL","5.7357819","45.1875602","7.2005023","45.7108265"
"1906","16","1929-07-22",283,"Evian","Belfort","Stage with mountain(s)","Charles Pélissier","","FRA","7.2005023","45.7108265","6.8628942","47.6379599"
"1907","17","1929-07-23",145,"Belfort","Strasbourg","Plain stage","André Leducq","","FRA","6.8628942","47.6379599","7.7507127","48.584614"
"1908","18","1929-07-24",165,"Strasbourg","Metz","Plain stage","André Leducq","","FRA","7.7507127","48.584614","6.1763552","49.1196964"
"1909","19","1929-07-25",159,"Metz","Charleville","Team time trial","Bernard van Rysselberghe","","BEL","6.1763552","49.1196964","3.6664318","48.813549"
"1910","20","1929-07-26",270,"Charleville","Malo-les-Bains","Team time trial","Maurice Dewaele","","BEL","3.6664318","48.813549","2.3984694","51.0466792"
"1911","21","1929-07-27",234,"Malo-les-Bains","Dieppe","Plain stage","André Leducq","","FRA","2.3984694","51.0466792","1.0791444","49.9246182"
"1912","22","1929-07-28",332,"Dieppe","Paris","Plain stage","Nicolas Frantz","","LUX","1.0791444","49.9246182","2.32004102172008","48.8588897"
"1913","1","1928-06-17",207,"Paris","Caen","Team time trial","Nicolas Frantz","","LUX","2.32004102172008","48.8588897","-0.3635615","49.1813403"
"1914","2","1928-06-18",140,"Caen","Cherbourg","Team time trial","André Leducq","","FRA","-0.3635615","49.1813403","-1.6249565","49.6425343"
"1915","3","1928-06-19",199,"Cherbourg","Dinan","Team time trial","Gaston Rebry","","BEL","-1.6249565","49.6425343","-2.047687","48.4539775"
"1916","4","1928-06-20",206,"Dinan","Brest","Team time trial","Pé Verhaegen","","BEL","-2.047687","48.4539775","-4.4860088","48.3905283"
"1917","5","1928-06-21",208,"Brest","Vannes","Team time trial","Marcel Bidot","","FRA","-4.4860088","48.3905283","-2.7599079","47.6586772"
"1918","6","1928-06-22",204,"Vannes","Les Sables d'Olonne","Team time trial","Nicolas Frantz","","LUX","-2.7599079","47.6586772","-1.79245753441927","46.5002031"
"1919","7","1928-06-23",285,"Les Sables d'Olonne","Bordeaux","Team time trial","Victor Fontan","","FRA","-1.79245753441927","46.5002031","-0.5800364","44.841225"
"1920","8","1928-06-24",225,"Bordeaux","Hendaye","Team time trial","Maurice Dewaele","","BEL","-0.5800364","44.841225","-1.7616499","43.3641518"
"1921","9","1928-06-26",387,"Hendaye","Luchon","Stage with mountain(s)","Victor Fontan","","FRA","-1.7616499","43.3641518","0.5912279","42.7910617"
"1922","10","1928-06-28",323,"Luchon","Perpignan","Stage with mountain(s)","André Leducq","","FRA","0.5912279","42.7910617","2.8953121","42.6985304"
"1923","11","1928-06-30",363,"Perpignan","Marseille","Plain stage","André Leducq","","FRA","2.8953121","42.6985304","5.3699525","43.2961743"
"1924","12","1928-07-02",330,"Marseille","Nice","Stage with mountain(s)","Nicolas Frantz","","LUX","5.3699525","43.2961743","7.2683912","43.7009358"
"1925","13","1928-07-04",333,"Nice","Grenoble","Stage with mountain(s)","Antonin Magne","","FRA","7.2683912","43.7009358","5.7357819","45.1875602"
"1926","14","1928-07-06",329,"Grenoble","Evian","Stage with mountain(s)","Julien Moineau","","FRA","5.7357819","45.1875602","7.2005023","45.7108265"
"1927","15","1928-07-08",213,"Evian","Pontarlier","Team time trial","Pierre Magne","","FRA","7.2005023","45.7108265","6.3546345","46.9040348"
"1928","16","1928-07-09",119,"Pontarlier","Belfort","Team time trial","André Leducq","","FRA","6.3546345","46.9040348","6.8628942","47.6379599"
"1929","17","1928-07-10",145,"Belfort","Strasbourg","Team time trial","Joseph Mauclair","","FRA","6.8628942","47.6379599","7.7507127","48.584614"
"1930","18","1928-07-11",165,"Strasbourg","Metz","Team time trial","Nicolas Frantz","","LUX","7.7507127","48.584614","6.1763552","49.1196964"
"1931","19","1928-07-12",159,"Metz","Charleville","Team time trial","Marcel Huot","","FRA","6.1763552","49.1196964","3.6664318","48.813549"
"1932","20","1928-07-13",271,"Charleville","Malo-les-Bains","Team time trial","Maurice Dewaele","","BEL","3.6664318","48.813549","2.3984694","51.0466792"
"1933","21","1928-07-14",234,"Malo-les-Bains","Dieppe","Team time trial","Antonin Magne","","FRA","2.3984694","51.0466792","1.0791444","49.9246182"
"1934","22","1928-07-15",331,"Dieppe","Paris","Plain stage","Nicolas Frantz","","LUX","1.0791444","49.9246182","2.32004102172008","48.8588897"
"1935","1","1927-06-19",180,"Paris","Dieppe","Team time trial","Francis Pélissier","","FRA","2.32004102172008","48.8588897","1.0791444","49.9246182"
"1936","2","1927-06-20",103,"Dieppe","Le Havre","Team time trial","Maurice Dewaele","","BEL","1.0791444","49.9246182","0.1079732","49.4938975"
"1937","3","1927-06-21",225,"Le Havre","Caen","Team time trial","Hector Martin","","BEL","0.1079732","49.4938975","-0.3635615","49.1813403"
"1938","4","1927-06-22",140,"Caen","Cherbourg","Team time trial","Camille van de Casteele","","BEL","-0.3635615","49.1813403","-1.6249565","49.6425343"
"1939","5","1927-06-23",199,"Cherbourg","Dinan","Team time trial","Ferdinand Le Drogo","","FRA","-1.6249565","49.6425343","-2.047687","48.4539775"
"1940","6","1927-06-24",206,"Dinan","Brest","Team time trial","André Leducq","","FRA","-2.047687","48.4539775","-4.4860088","48.3905283"
"1941","7","1927-06-25",207,"Brest","Vannes","Team time trial","Gustaaf van Slembrouck","","BEL","-4.4860088","48.3905283","-2.7599079","47.6586772"
"1942","8","1927-06-26",204,"Vannes","Les Sables d'Olonne","Team time trial","Raymond Decorte","","BEL","-2.7599079","47.6586772","-1.79245753441927","46.5002031"
"1943","9","1927-06-27",285,"Les Sables d'Olonne","Bordeaux","Team time trial","Adelin Benoit","","BEL","-1.79245753441927","46.5002031","-0.5800364","44.841225"
"1944","10","1927-06-28",189,"Bordeaux","Bayonne","Plain stage","Pé Verhaegen","","BEL","-0.5800364","44.841225","-1.4736657","43.4945144"
"1945","11","1927-06-30",326,"Bayonne","Luchon","Stage with mountain(s)","Nicolas Frantz","","LUX","-1.4736657","43.4945144","0.5912279","42.7910617"
"1946","12","1927-07-02",323,"Luchon","Perpignan","Stage with mountain(s)","Gustaaf van Slembrouck","","BEL","0.5912279","42.7910617","2.8953121","42.6985304"
"1947","13","1927-07-04",360,"Perpignan","Marseille","Plain stage","Maurice Dewaele","","BEL","2.8953121","42.6985304","5.3699525","43.2961743"
"1948","14","1927-07-05",120,"Marseille","Toulon","Team time trial","Antonin Magne","","FRA","5.3699525","43.2961743","5.9304919","43.1257311"
"1949","15","1927-07-06",220,"Toulon","Nice","Stage with mountain(s)","Nicolas Frantz","","LUX","5.9304919","43.1257311","7.2683912","43.7009358"
"1950","16","1927-07-08",275,"Nice","Briançon","Stage with mountain(s)","Julien Vervaecke","","BEL","7.2683912","43.7009358","6.6436313","44.8984037"
"1951","17","1927-07-09",283,"Briançon","Evian","Stage with mountain(s)","Pé Verhaegen","","BEL","6.6436313","44.8984037","7.2005023","45.7108265"
"1952","18","1927-07-11",213,"Evian","Pontarlier","Team time trial","Adelin Benoit","","BEL","7.2005023","45.7108265","6.3546345","46.9040348"
"1953","19","1927-07-12",119,"Pontarlier","Belfort","Team time trial","Maurice Geldhof","","BEL","6.3546345","46.9040348","6.8628942","47.6379599"
"1954","20","1927-07-13",145,"Belfort","Strasbourg","Team time trial","Raymond Decorte","","BEL","6.8628942","47.6379599","7.7507127","48.584614"
"1955","21","1927-07-14",165,"Strasbourg","Metz","Team time trial","Nicolas Frantz","","LUX","7.7507127","48.584614","6.1763552","49.1196964"
"1956","22","1927-07-15",159,"Metz","Charleville","Team time trial","Hector Martin","","BEL","6.1763552","49.1196964","3.6664318","48.813549"
"1957","23","1927-07-16",270,"Charleville","Dunkerque","Team time trial","André Leducq","","FRA","3.6664318","48.813549","2.3772525","51.0347708"
"1958","24","1927-07-17",344,"Dunkerque","Paris","Plain stage","André Leducq","","FRA","2.3772525","51.0347708","2.32004102172008","48.8588897"
"1959","1","1926-06-20",373,"Evian","Mülhausen","Plain stage","Jules Buysse","","BEL","7.2005023","45.7108265","7.3389937","47.7467233"
"1960","2","1926-06-22",334,"Mülhausen","Metz","Plain stage","Aimé Dossche","","BEL","7.3389937","47.7467233","6.1763552","49.1196964"
"1961","3","1926-06-24",433,"Metz","Dunkerque","Plain stage","Gustaaf van Slembrouck","","BEL","6.1763552","49.1196964","2.3772525","51.0347708"
"1962","4","1926-06-26",361,"Dunkerque","Le Havre","Plain stage","Félix Sellier","","BEL","2.3772525","51.0347708","0.1079732","49.4938975"
"1963","5","1926-06-28",357,"Le Havre","Cherbourg","Plain stage","Adelin Benoit","","BEL","0.1079732","49.4938975","-1.6249565","49.6425343"
"1964","6","1926-06-30",405,"Cherbourg","Brest","Plain stage","Joseph van Dam","","BEL","-1.6249565","49.6425343","-4.4860088","48.3905283"
"1965","7","1926-07-02",412,"Brest","Les Sables d'Olonne","Plain stage","Nicolas Frantz","","LUX","-4.4860088","48.3905283","-1.79245753441927","46.5002031"
"1966","8","1926-07-03",285,"Les Sables d'Olonne","Bordeaux","Plain stage","Joseph van Dam","","BEL","-1.79245753441927","46.5002031","-0.5800364","44.841225"
"1967","9","1926-07-04",189,"Bordeaux","Bayonne","Plain stage","Nicolas Frantz","","LUX","-0.5800364","44.841225","-1.4736657","43.4945144"
"1968","10","1926-07-06",326,"Bayonne","Luchon","Stage with mountain(s)","Lucien Buysse","","BEL","-1.4736657","43.4945144","0.5912279","42.7910617"
"1969","11","1926-07-08",323,"Luchon","Perpignan","Stage with mountain(s)","Lucien Buysse","","BEL","0.5912279","42.7910617","2.8953121","42.6985304"
"1970","12","1926-07-10",427,"Perpignan","Toulon","Plain stage","Nicolas Frantz","","LUX","2.8953121","42.6985304","5.9304919","43.1257311"
"1971","13","1926-07-12",280,"Toulon","Nice","Plain stage","Nicolas Frantz","","LUX","5.9304919","43.1257311","7.2683912","43.7009358"
"1972","14","1926-07-14",275,"Nice","Briançon","Stage with mountain(s)","Bartolomeo Aimo","","ITA","7.2683912","43.7009358","6.6436313","44.8984037"
"1973","15","1926-07-16",303,"Briançon","Evian","Stage with mountain(s)","Joseph van Dam","","BEL","6.6436313","44.8984037","7.2005023","45.7108265"
"1974","16","1926-07-17",321,"Evian","Dijon","Plain stage","Camille van de Casteele","","BEL","7.2005023","45.7108265","5.0414701","47.3215806"
"1975","17","1926-07-18",341,"Dijon","Paris","Plain stage","Aimé Dossche","","BEL","5.0414701","47.3215806","2.32004102172008","48.8588897"
"1976","1","1925-06-21",340,"Paris","Le Havre","Plain stage","Ottavio Bottecchia","","ITA","2.32004102172008","48.8588897","0.1079732","49.4938975"
"1977","2","1925-06-23",371,"Le Havre","Cherbourg","Plain stage","Romain Bellenger","","FRA","0.1079732","49.4938975","-1.6249565","49.6425343"
"1978","3","1925-06-25",405,"Cherbourg","Brest","Plain stage","Louis Mottiat","","BEL","-1.6249565","49.6425343","-4.4860088","48.3905283"
"1979","4","1925-06-26",208,"Brest","Vannes","Plain stage","Nicolas Frantz","","LUX","-4.4860088","48.3905283","-2.7599079","47.6586772"
"1980","5","1925-06-27",204,"Vannes","Les Sables-d'Olonne","Plain stage","Nicolas Frantz","","LUX","-2.7599079","47.6586772","-1.79245753441927","46.5002031"
"1981","6","1925-06-28",293,"Les Sables-d'Olonne","Bordeaux","Plain stage","Ottavio Bottecchia","","ITA","-1.79245753441927","46.5002031","-0.5800364","44.841225"
"1982","7","1925-06-29",189,"Bordeaux","Bayonne","Plain stage","Ottavio Bottecchia","","ITA","-0.5800364","44.841225","-1.4736657","43.4945144"
"1983","8","1925-07-01",326,"Bayonne","Luchon","Stage with mountain(s)","Adelin Benoît","","BEL","-1.4736657","43.4945144","0.5912279","42.7910617"
"1984","9","1925-07-03",323,"Luchon","Perpignan","Stage with mountain(s)","Nicolas Frantz","","LUX","0.5912279","42.7910617","2.8953121","42.6985304"
"1985","10","1925-07-04",215,"Perpignan","Nîmes","Plain stage","Theophile Beeckman","","BEL","2.8953121","42.6985304","4.3600687","43.8374249"
"1986","11","1925-07-05",215,"Nîmes","Toulon","Plain stage","Lucien Buysse","","BEL","4.3600687","43.8374249","5.9304919","43.1257311"
"1987","12","1925-07-07",280,"Toulon","Nice","Stage with mountain(s)","Lucien Buysse","","BEL","5.9304919","43.1257311","7.2683912","43.7009358"
"1988","13","1925-07-09",275,"Nice","Briançon","Stage with mountain(s)","Bartolomeo Aimo","","ITA","7.2683912","43.7009358","6.6436313","44.8984037"
"1989","14","1925-07-11",303,"Briançon","Evian","Stage with mountain(s)","Hector Martin","","BEL","6.6436313","44.8984037","7.2005023","45.7108265"
"1990","15","1925-07-13",373,"Evian","Mulhouse","Stage with mountain(s)","Nicolas Frantz","","LUX","7.2005023","45.7108265","7.3389937","47.7467233"
"1991","16","1925-07-15",334,"Mulhouse","Metz","Plain stage","Hector Martin","","BEL","7.3389937","47.7467233","6.1763552","49.1196964"
"1992","17","1925-07-17",433,"Metz","Dunkerque","Plain stage","Hector Martin","","BEL","6.1763552","49.1196964","2.3772525","51.0347708"
"1993","18","1925-07-19",343,"Dunkerque","Paris","Plain stage","Ottavio Bottecchia","","ITA","2.3772525","51.0347708","2.32004102172008","48.8588897"
"1994","1","1924-06-22",381,"Paris","Le Havre","Plain stage","Ottavio Bottecchia","","ITA","2.32004102172008","48.8588897","0.1079732","49.4938975"
"1995","2","1924-06-24",371,"Le Havre","Cherbourg","Plain stage","Romain Bellenger","","FRA","0.1079732","49.4938975","-1.6249565","49.6425343"
"1996","3","1924-06-26",405,"Cherbourg","Brest","Plain stage","Philippe Thys  Théophile Beeckman","","c(""BEL"", ""BEL"")","-1.6249565","49.6425343","-4.4860088","48.3905283"
"1997","4","1924-06-28",412,"Brest","Les Sables-d'Olonne","Plain stage","Félix Goethals","","FRA","-4.4860088","48.3905283","-1.79245753441927","46.5002031"
"1998","5","1924-06-30",482,"Les Sables-d'Olonne","Bayonne","Plain stage","Omer Huyse","","BEL","-1.79245753441927","46.5002031","-1.4736657","43.4945144"
"1999","6","1924-07-02",326,"Bayonne","Luchon","Stage with mountain(s)","Ottavio Bottecchia","","ITA","-1.4736657","43.4945144","0.5912279","42.7910617"
"2000","7","1924-07-04",323,"Luchon","Perpignan","Stage with mountain(s)","Ottavio Bottecchia","","ITA","0.5912279","42.7910617","2.8953121","42.6985304"
"2001","8","1924-07-06",427,"Perpignan","Toulon","Plain stage","Louis Mottiat","","BEL","2.8953121","42.6985304","5.9304919","43.1257311"
"2002","9","1924-07-08",280,"Toulon","Nice","Stage with mountain(s)","Philippe Thys","","BEL","5.9304919","43.1257311","7.2683912","43.7009358"
"2003","10","1924-07-10",275,"Nice","Briançon","Stage with mountain(s)","Giovanni Brunero","","ITA","7.2683912","43.7009358","6.6436313","44.8984037"
"2004","11","1924-07-12",307,"Briançon","Gex","Stage with mountain(s)","Nicolas Frantz","","LUX","6.6436313","44.8984037","6.0588831","46.3324378"
"2005","12","1924-07-14",360,"Gex","Strasbourg","Stage with mountain(s)","Nicolas Frantz","","LUX","6.0588831","46.3324378","7.7507127","48.584614"
