"","Stage","Date","Distance","Origin","Destination","Type","Winner","Spe_Winner","Winner_Country","lon_Origin","lat_Origin","lon_Destination","lat_Destination"
"1252","2b","1963-06-24",22,"Jambes","Jambes","Team time trial","Pelforth–Sauvage–Lejeune","","","4.8723252","50.4589561","4.8723252","50.4589561"
"1253","3","1963-06-25",223,"Jambes","Roubaix","Plain stage","Seamus Elliott","","IRL","4.8723252","50.4589561","3.1741734","50.6915893"
"1254","4","1963-06-26",236,"Roubaix","Rouen","Plain stage","Frans Melckenbeeck","","BEL","3.1741734","50.6915893","1.0939658","49.4404591"
"1255","5","1963-06-27",285,"Rouen","Rennes","Plain stage","Antonio Bailetti","","ITA","1.0939658","49.4404591","-1.6800198","48.1113387"
"1256","6a","1963-06-28",118,"Rennes","Angers","Plain stage","Roger de Breuker","","BEL","-1.6800198","48.1113387","-0.5515588","47.4739884"
"1257","6b","1963-06-28",25,"Angers","Angers","Individual time trial","Jacques Anquetil","","FRA","-0.5515588","47.4739884","-0.5515588","47.4739884"
"1258","7","1963-06-29",236,"Angers","Limoges","Plain stage","Jan Janssen","","NED","-0.5515588","47.4739884","1.2644847","45.8354243"
"1259","8","1963-06-30",232,"Limoges","Bordeaux","Plain stage","Rik Van Looy","","BEL","1.2644847","45.8354243","-0.5800364","44.841225"
"1260","9","1963-07-01",202,"Bordeaux","Pau","Plain stage","Pino Cerami","","BEL","-0.5800364","44.841225","-0.3685668","43.2957547"
"1261","10","1963-07-02",148,"Pau","Bagnères-de-Bigorre","Stage with mountain(s)","Jacques Anquetil","","FRA","-0.3685668","43.2957547","0.1530914","43.0658212"
"1262","11","1963-07-03",131,"Bagnères-de-Bigorre","Luchon","Stage with mountain(s)","Guy Ignolin","","FRA","0.1530914","43.0658212","0.5912279","42.7910617"
"1263","12","1963-07-04",173,"Luchon","Toulouse","Stage with mountain(s)","André Darrigade","","FRA","0.5912279","42.7910617","1.4442469","43.6044622"
"1264","13","1963-07-05",234,"Toulouse","Aurillac","Plain stage","Rik Van Looy","","BEL","1.4442469","43.6044622","2.4433101","44.9285441"
"1265","14","1963-07-07",237,"Aurillac","Saint-Étienne","Plain stage","Guy Ignolin","","FRA","2.4433101","44.9285441","4.3873058","45.4401467"
"1266","15","1963-07-08",174,"Saint-Étienne","Grenoble","Stage with mountain(s)","Federico Bahamontes","","ESP","4.3873058","45.4401467","5.7357819","45.1875602"
"1267","16","1963-07-09",202,"Grenoble","Val d'Isère","Stage with mountain(s)","Fernando Manzaneque","","ESP","5.7357819","45.1875602","6.9804421","45.4498666"
"1268","17","1963-07-10",228,"Val d'Isère","Chamonix","Stage with mountain(s)","Jacques Anquetil","","FRA","6.9804421","45.4498666","6.8727506","45.9246705"
"1269","18","1963-07-11",225,"Chamonix","Lons-le-Saunier","Stage with mountain(s)","Frans Brands","","BEL","6.8727506","45.9246705","5.5589973","46.6727037"
"1270","19","1963-07-12",54,"Arbois","Besançon","Individual time trial","Jacques Anquetil","","FRA","5.7727504","46.9032246","6.0243622","47.2380222"
"1271","20","1963-07-13",234,"Besançon","Troyes","Plain stage","Roger de Breuker","","BEL","6.0243622","47.2380222","4.0746257","48.2971626"
"1272","21","1963-07-14",185,"Troyes","Paris","Plain stage","Rik Van Looy","","BEL","4.0746257","48.2971626","2.32004102172008","48.8588897"
"1273","1","1962-06-24",253,"Nancy","Spa","Plain stage","Rudi Altig","","FRG","6.1834097","48.6937223","5.8627569","50.4920654"
"1274","2a","1962-06-25",147,"Spa","Herentals","Plain stage","André Darrigade","","FRA","5.8627569","50.4920654","4.83462866367042","51.1855307"
"1275","2b","1962-06-25",23,"Herentals","Herentals","Team time trial","Faema–Flandria–Clement","","","4.83462866367042","51.1855307","4.83462866367042","51.1855307"
"1276","3","1962-06-26",210,"Brussels","Amiens","Plain stage","Rudi Altig","","FRG","4.351697","50.8465573","2.2956951","49.8941708"
"1277","4","1962-06-27",196.5,"Amiens","Le Havre","Plain stage","Willy Vanden Berghen","","BEL","2.2956951","49.8941708","0.1079732","49.4938975"
"1278","5","1962-06-28",215,"Pont l'Evêque","Saint-Malo","Plain stage","Emile Daems","","BEL","2.9880799","49.5643305","-2.0260409","48.649518"
"1279","6","1962-06-29",235.5,"Dinard","Brest","Plain stage","Robert Cazala","","FRA","-2.0580178","48.6320379","-4.4860088","48.3905283"
"1280","7","1962-06-30",201,"Quimper","Saint-Nazaire","Plain stage","Huub Zilverberg","","NED","-4.1024782","47.9960325","-2.2138905","47.2733517"
"1281","8a","1962-07-01",155,"Saint-Nazaire","Luçon","Plain stage","Mario Minieri","","ITA","-2.2138905","47.2733517","-1.1645595","46.4555953"
"1282","8b","1962-07-01",43,"Luçon","La Rochelle","Individual time trial","Jacques Anquetil","","FRA","-1.1645595","46.4555953","-1.1520434","46.1591126"
"1283","9","1962-07-02",214,"La Rochelle","Bordeaux","Plain stage","Antonio Bailetti","","ITA","-1.1520434","46.1591126","-0.5800364","44.841225"
"1284","10","1962-07-03",184.5,"Bordeaux","Bayonne","Plain stage","Willy Vannitsen","","BEL","-0.5800364","44.841225","-1.4736657","43.4945144"
"1285","11","1962-07-04",155.5,"Bayonne","Pau","Plain stage","Eddy Pauwels","","BEL","-1.4736657","43.4945144","-0.3685668","43.2957547"
"1286","12","1962-07-05",207.5,"Pau","Saint-Gaudens","Stage with mountain(s)","Robert Cazala","","FRA","-0.3685668","43.2957547","0.7247218","43.1077682"
"1287","13","1962-07-06",18.5,"Luchon","Superbagnères","Mountain time trial","Federico Bahamontes","","ESP","0.5912279","42.7910617","0.5780217","42.768303"
"1288","14","1962-07-07",215,"Luchon","Carcassonne","Stage with mountain(s)","Jean Stablinski","","FRA","0.5912279","42.7910617","2.3491069","43.2130358"
"1289","15","1962-07-08",196.5,"Carcassonne","Montpellier","Plain stage","Willy Vannitsen","","BEL","2.3491069","43.2130358","3.8767337","43.6112422"
"1290","16","1962-07-09",185,"Montpellier","Aix-en-Provence","Plain stage","Emile Daems","","BEL","3.8767337","43.6112422","5.4474738","43.5298424"
"1291","17","1962-07-10",201,"Aix-en-Provence","Antibes","Plain stage","Rudi Altig","","FRG","5.4474738","43.5298424","7.10905","43.5836"
"1292","18","1962-07-11",241.5,"Antibes","Briançon","Stage with mountain(s)","Emile Daems","","BEL","7.10905","43.5836","6.6436313","44.8984037"
"1293","19","1962-07-12",204.5,"Briançon","Aix-les-Bains","Stage with mountain(s)","Raymond Poulidor","","FRA","6.6436313","44.8984037","5.9146362","45.6886292"
"1294","20","1962-07-13",68,"Bourgoin","Lyon","Individual time trial","Jacques Anquetil","","FRA","5.2828123","45.5872259","4.8320114","45.7578137"
"1295","21","1962-07-14",232,"Lyon","Nevers","Plain stage","Dino Bruni","","ITA","4.8320114","45.7578137","3.1577203","46.9876601"
"1296","22","1962-07-15",271,"Nevers","Paris","Plain stage","Rino Benedetti","","ITA","3.1577203","46.9876601","2.32004102172008","48.8588897"
"1297","1a","1961-06-25",136.5,"Rouen","Versailles","Plain stage","André Darrigade","","FRA","1.0939658","49.4404591","2.1266886","48.8035403"
"1298","1b","1961-06-25",28.5,"Versailles","Versailles","Individual time trial","Jacques Anquetil","","FRA","2.1266886","48.8035403","2.1266886","48.8035403"
"1299","2","1961-06-26",230.5,"Pontoise","Roubaix","Plain stage","André Darrigade","","FRA","2.1008067","49.0508845","3.1741734","50.6915893"
"1300","3","1961-06-27",197.5,"Roubaix","Charleroi","Plain stage","Emile Daems","","BEL","3.1741734","50.6915893","4.4436244","50.4120332"
"1301","4","1961-06-28",237.5,"Charleroi","Metz","Plain stage","Anatole Novak","","FRA","4.4436244","50.4120332","6.1763552","49.1196964"
"1302","5","1961-06-29",221,"Metz","Strasbourg","Stage with mountain(s)","Louis Bergaud","","FRA","6.1763552","49.1196964","7.7507127","48.584614"
"1303","6","1961-06-30",180.5,"Strasbourg","Belfort","Stage with mountain(s)","Jozef Planckaert","","BEL","7.7507127","48.584614","6.8628942","47.6379599"
"1304","7","1961-07-01",214.5,"Belfort","Chalon-sur-Saône","Plain stage","Jean Stablinski","","FRA","6.8628942","47.6379599","4.8529605","46.7888997"
"1305","8","1961-07-02",240.5,"Chalon-sur-Saône","Saint-Étienne","Stage with mountain(s)","Jean Forestier","","FRA","4.8529605","46.7888997","4.3873058","45.4401467"
"1306","9","1961-07-03",230,"Saint-Étienne","Grenoble","Stage with mountain(s)","Charly Gaul","","LUX","4.3873058","45.4401467","5.7357819","45.1875602"
"1307","10","1961-07-04",250.5,"Grenoble","Turin","Stage with mountain(s)","Guy Ignolin","","FRA","5.7357819","45.1875602","7.6824892","45.0677551"
"1308","11","1961-07-05",225,"Turin","Antibes","Stage with mountain(s)","Guido Carlesi","","ITA","7.6824892","45.0677551","7.10905","43.5836"
"1309","12","1961-07-06",199,"Antibes","Aix-en-Provence","Stage with mountain(s)","Michel Van Aerde","","BEL","7.10905","43.5836","5.4474738","43.5298424"
"1310","13","1961-07-07",177.5,"Aix-en-Provence","Montpellier","Plain stage","André Darrigade","","FRA","5.4474738","43.5298424","3.8767337","43.6112422"
"1311","14","1961-07-09",174,"Montpellier","Perpignan","Plain stage","Eddy Pauwels","","BEL","3.8767337","43.6112422","2.8953121","42.6985304"
"1312","15","1961-07-10",206,"Perpignan","Toulouse","Plain stage","Guido Carlesi","","ITA","2.8953121","42.6985304","1.4442469","43.6044622"
"1313","16","1961-07-11",208,"Toulouse","Superbagnères","Stage with mountain(s)","Imerio Massignan","","ITA","1.4442469","43.6044622","0.5780217","42.768303"
"1314","17","1961-07-12",197,"Luchon","Pau","Stage with mountain(s)","Eddy Pauwels","","BEL","0.5912279","42.7910617","-0.3685668","43.2957547"
"1315","18","1961-07-13",207,"Pau","Bordeaux","Plain stage","Martin Van Geneugden","","BEL","-0.3685668","43.2957547","-0.5800364","44.841225"
"1316","19","1961-07-14",74.5,"Bergerac","Périgueux","Individual time trial","Jacques Anquetil","","FRA","0.487531","44.8534568","0.7184407","45.1909365"
"1317","20","1961-07-15",309.5,"Périgueux","Tours","Plain stage","André Darrigade","","FRA","0.7184407","45.1909365","0.6889268","47.3900474"
"1318","21","1961-07-16",252.5,"Tours","Paris","Plain stage","Robert Cazala","","FRA","0.6889268","47.3900474","2.32004102172008","48.8588897"
"1319","1a","1960-06-26",108,"Lille","Brussels","Plain stage","Julien Schepens","","BEL","3.0635282","50.6365654","4.351697","50.8465573"
"1320","1b","1960-06-26",27.8,"Brussels","Brussels","Individual time trial","Roger Rivière","","FRA","4.351697","50.8465573","4.351697","50.8465573"
"1321","2","1960-06-27",206,"Brussels","Dunkirk","Plain stage","René Privat","","FRA","4.351697","50.8465573","2.3772525","51.0347708"
"1322","3","1960-06-28",209,"Dunkirk","Dieppe","Plain stage","Nino Defilippis","","ITA","2.3772525","51.0347708","1.0791444","49.9246182"
"1323","4","1960-06-29",211,"Dieppe","Caen","Plain stage","Jean Graczyk","","FRA","1.0791444","49.9246182","-0.3635615","49.1813403"
"1324","5","1960-06-30",189,"Caen","Saint-Malo","Plain stage","André Darrigade","","FRA","-0.3635615","49.1813403","-2.0260409","48.649518"
"1325","6","1960-07-01",191,"Saint-Malo","Lorient","Plain stage","Roger Rivière","","FRA","-2.0260409","48.649518","-3.3660907","47.7477336"
"1326","7","1960-07-02",244,"Lorient","Angers","Plain stage","Graziano Battistini","","ITA","-3.3660907","47.7477336","-0.5515588","47.4739884"
"1327","8","1960-07-03",240,"Angers","Limoges","Plain stage","Nino Defilippis","","ITA","-0.5515588","47.4739884","1.2644847","45.8354243"
"1328","9","1960-07-04",225,"Limoges","Bordeaux","Plain stage","Martin van Geneugden","","BEL","1.2644847","45.8354243","-0.5800364","44.841225"
"1329","10","1960-07-05",228,"Mont-de-Marsan","Pau","Stage with mountain(s)","Roger Rivière","","FRA","-0.500972","43.8911318","-0.3685668","43.2957547"
"1330","11","1960-07-06",161,"Pau","Luchon","Stage with mountain(s)","Kurt Gimmi","","SUI","-0.3685668","43.2957547","0.5912279","42.7910617"
"1331","12","1960-07-07",176,"Luchon","Toulouse","Stage with mountain(s)","Jean Graczyk","","FRA","0.5912279","42.7910617","1.4442469","43.6044622"
"1332","13","1960-07-08",224,"Toulouse","Millau","Plain stage","Louis Proost","","FRA","1.4442469","43.6044622","3.0777594","44.1006693"
"1333","14","1960-07-10",217,"Millau","Avignon","Stage with mountain(s)","Martin van Geneugden","","BEL","3.0777594","44.1006693","4.8059012","43.9492493"
"1334","15","1960-07-11",187,"Avignon","Gap","Stage with mountain(s)","Michel Van Aerde","","BEL","4.8059012","43.9492493","6.0820639","44.5612032"
"1335","16","1960-07-12",172,"Gap","Briançon","Stage with mountain(s)","Graziano Battistini","","ITA","6.0820639","44.5612032","6.6436313","44.8984037"
"1336","17","1960-07-13",229,"Briançon","Aix-les-Bains","Stage with mountain(s)","Jean Graczyk","","FRA","6.6436313","44.8984037","5.9146362","45.6886292"
"1337","18","1960-07-14",215,"Aix-les-Bains","Thonon-les-Bains","Stage with mountain(s)","Fernando Manzaneque","","ESP","5.9146362","45.6886292","6.4779448","46.3731303"
"1338","19","1960-07-15",83,"Pontarlier","Besançon","Individual time trial","Rolf Graf","","SUI","6.3546345","46.9040348","6.0243622","47.2380222"
"1339","20","1960-07-16",229,"Besançon","Troyes","Plain stage","Pierre Beuffeuil","","FRA","6.0243622","47.2380222","4.0746257","48.2971626"
"1340","21","1960-07-17",200,"Troyes","Paris","Plain stage","Jean Graczyk","","FRA","4.0746257","48.2971626","2.32004102172008","48.8588897"
"1341","1","1959-06-25",238,"Mulhouse","Metz","Plain stage","André Darrigade","","FRA","7.3389937","47.7467233","6.1763552","49.1196964"
"1342","2","1959-06-26",234,"Metz","Namur","Plain stage","Vito Favero","","ITA","6.1763552","49.1196964","4.8661892","50.4665284"
"1343","3","1959-06-27",217,"Namur","Roubaix","Plain stage","Robert Cazala","","FRA","4.8661892","50.4665284","3.1741734","50.6915893"
"1344","4","1959-06-28",230,"Roubaix","Rouen","Plain stage","Dino Bruni","","ITA","3.1741734","50.6915893","1.0939658","49.4404591"
"1345","5","1959-06-29",286,"Rouen","Rennes","Plain stage","Jean Graczyk","","FRA","1.0939658","49.4404591","-1.6800198","48.1113387"
"1346","6","1959-06-30",45,"Blain","Nantes","Individual time trial","Roger Rivière","","FRA","-1.7643647","47.4755536","-1.5541362","47.2186371"
"1347","7","1959-07-01",190,"Nantes","La Rochelle","Plain stage","Roger Hassenforder","","FRA","-1.5541362","47.2186371","-1.1520434","46.1591126"
"1348","8","1959-07-02",201,"La Rochelle","Bordeaux","Plain stage","Michel Dejouhannet","","FRA","-1.1520434","46.1591126","-0.5800364","44.841225"
"1349","9","1959-07-03",207,"Bordeaux","Bayonne","Plain stage","Marcel Queheille","","FRA","-0.5800364","44.841225","-1.4736657","43.4945144"
"1350","10","1959-07-05",235,"Bayonne","Bagnères-de-Bigorre","Stage with mountain(s)","Marcel Janssens","","BEL","-1.4736657","43.4945144","0.1530914","43.0658212"
"1351","11","1959-07-06",119,"Bagnères-de-Bigorre","Saint-Gaudens","Stage with mountain(s)","André Darrigade","","FRA","0.1530914","43.0658212","0.7247218","43.1077682"
"1352","12","1959-07-07",184,"Saint-Gaudens","Albi","Plain stage","Rolf Graf","","SUI","0.7247218","43.1077682","2.147899","43.9277552"
"1353","13","1959-07-08",219,"Albi","Aurillac","Stage with mountain(s)","Henry Anglade","","FRA","2.147899","43.9277552","2.4433101","44.9285441"
"1354","14","1959-07-09",231,"Aurillac","Clermont-Ferrand","Stage with mountain(s)","André Le Dissez","","FRA","2.4433101","44.9285441","3.0819427","45.7774551"
"1355","15","1959-07-10",12,"Puy de Dôme","Puy de Dôme","Mountain time trial","Federico Bahamontes","","ESP","3.0839934206717934","45.7715343","3.0839934206717934","45.7715343"
"1356","16","1959-07-11",210,"Clermont-Ferrand","Saint-Étienne","Plain stage","Dino Bruni","","ITA","3.0819427","45.7774551","4.3873058","45.4401467"
"1357","17","1959-07-13",197,"Saint-Étienne","Grenoble","Stage with mountain(s)","Charly Gaul","","LUX","4.3873058","45.4401467","5.7357819","45.1875602"
"1358","18","1959-07-14",243,"Grenoble","Saint-Vincent","Stage with mountain(s)","Ercole Baldini","","ITA","5.7357819","45.1875602","-0.1492738","43.1614391"
"1359","19","1959-07-15",251,"Saint-Vincent","Annecy","Stage with mountain(s)","Rolf Graf","","SUI","-0.1492738","43.1614391","6.1288847","45.8992348"
"1360","20","1959-07-16",202,"Annecy","Chalon-sur-Saône","Plain stage","Brian Robinson","","GBR","6.1288847","45.8992348","4.8529605","46.7888997"
"1361","21","1959-07-17",69,"Seurre","Dijon","Individual time trial","Roger Rivière","","FRA","5.1487861","46.9995787","5.0414701","47.3215806"
"1362","22","1959-07-18",331,"Dijon","Paris","Plain stage","Joseph Groussard","","FRA","5.0414701","47.3215806","2.32004102172008","48.8588897"
"1363","1","1958-06-26",184,"Brussels","Ghent","Plain stage","André Darrigade","","FRA","4.351697","50.8465573","3.7250121","51.0538286"
"1364","2","1958-06-27",198,"Ghent","Dunkirk","Plain stage","Gerrit Voorting","","NED","3.7250121","51.0538286","2.3772525","51.0347708"
"1365","3","1958-06-28",177,"Dunkirk","Mers-les-Bains","Plain stage","Gilbert Bauvin","","FRA","2.3772525","51.0347708","1.3889703","50.0656325"
"1366","4","1958-06-29",205,"Le Tréport","Versailles","Plain stage","Jean Gainche","","FRA","1.3827656","50.0591099","2.1266886","48.8035403"
"1367","5","1958-06-30",232,"Versailles","Caen","Plain stage","Tino Sabbadini","","FRA","2.1266886","48.8035403","-0.3635615","49.1813403"
"1368","6","1958-07-01",223,"Caen","Saint-Brieuc","Plain stage","Martin van Geneugden","","BEL","-0.3635615","49.1813403","-2.7603283","48.5141134"
"1369","7","1958-07-02",170,"Saint-Brieuc","Brest","Plain stage","Brian Robinson","","GBR","-2.7603283","48.5141134","-4.4860088","48.3905283"
"1370","8","1958-07-03",46,"Châteaulin","Châteaulin","Individual time trial","Charly Gaul","","LUX","-4.0916875","48.1968026","-4.0916875","48.1968026"
"1371","9","1958-07-04",206,"Quimper","Saint-Nazaire","Plain stage","André Darrigade","","FRA","-4.1024782","47.9960325","-2.2138905","47.2733517"
"1372","10","1958-07-05",255,"Saint-Nazaire","Royan","Plain stage","Pierino Baffi","","ITA","-2.2138905","47.2733517","-1.0287636","45.6245332"
"1373","11","1958-07-06",137,"Royan","Bordeaux","Plain stage","Arrigo Padovan","","ITA","-1.0287636","45.6245332","-0.5800364","44.841225"
"1374","12","1958-07-07",161,"Bordeaux","Dax","Plain stage","Martin van Geneugden","","BEL","-0.5800364","44.841225","-1.0518771","43.7084065"
"1375","13","1958-07-08",230,"Dax","Pau","Stage with mountain(s)","Louis Bergaud","","FRA","-1.0518771","43.7084065","-0.3685668","43.2957547"
"1376","14","1958-07-09",129,"Pau","Luchon","Stage with mountain(s)","Federico Bahamontes","","ESP","-0.3685668","43.2957547","0.5912279","42.7910617"
"1377","15","1958-07-10",176,"Luchon","Toulouse","Stage with mountain(s)","André Darrigade","","FRA","0.5912279","42.7910617","1.4442469","43.6044622"
"1378","16","1958-07-11",187,"Toulouse","Béziers","Plain stage","Pierino Baffi","","ITA","1.4442469","43.6044622","3.2131307","43.3426562"
"1379","17","1958-07-12",189,"Béziers","Nîmes","Plain stage","André Darrigade","","FRA","3.2131307","43.3426562","4.3600687","43.8374249"
"1380","18","1958-07-13",21,"Bédoin","Mont-Ventoux","Mountain time trial","Charly Gaul","","LUX","5.1806559","44.1240383","5.2783976","44.1739649"
"1381","19","1958-07-14",178,"Carpentras","Gap","Stage with mountain(s)","Gastone Nencini","","ITA","5.0487681","44.0554043","6.0820639","44.5612032"
"1382","20","1958-07-15",165,"Gap","Briançon","Stage with mountain(s)","Federico Bahamontes","","ESP","6.0820639","44.5612032","6.6436313","44.8984037"
"1383","21","1958-07-16",219,"Briançon","Aix-les-Bains","Stage with mountain(s)","Charly Gaul","","LUX","6.6436313","44.8984037","5.9146362","45.6886292"
"1384","22","1958-07-17",237,"Aix-les-Bains","Besançon","Stage with mountain(s)","André Darrigade","","FRA","5.9146362","45.6886292","6.0243622","47.2380222"
"1385","23","1958-07-18",74,"Besançon","Dijon","Individual time trial","Charly Gaul","","LUX","6.0243622","47.2380222","5.0414701","47.3215806"
"1386","24","1958-07-19",320,"Dijon","Paris","Plain stage","Pierino Baffi","","ITA","5.0414701","47.3215806","2.32004102172008","48.8588897"
"1387","1","1957-06-27",204,"Nantes","Granville","Plain stage","André Darrigade","","FRA","-1.5541362","47.2186371","-1.5959213","48.8376284"
"1388","2","1957-06-28",226,"Granville","Caen","Plain stage","René Privat","","FRA","-1.5959213","48.8376284","-0.3635615","49.1813403"
"1389","3a","1957-06-29",15,"Circuit de la Prairie, Caen","Circuit de la Prairie, Caen","Team time trial","France","","","-0.359541","49.186541","-0.359541","49.186541"
"1390","3b","1957-06-29",134,"Caen","Rouen","Plain stage","Jacques Anquetil","","FRA","-0.3635615","49.1813403","1.0939658","49.4404591"
"1391","4","1957-06-30",232,"Rouen","Roubaix","Plain stage","Marcel Janssens","","BEL","1.0939658","49.4404591","3.1741734","50.6915893"
"1392","5","1957-07-01",170,"Roubaix","Charleroi","Plain stage","Gilbert Bauvin","","FRA","3.1741734","50.6915893","4.4436244","50.4120332"
"1393","6","1957-07-02",248,"Charleroi","Metz","Plain stage","André Trochut","","FRA","4.4436244","50.4120332","6.1763552","49.1196964"
"1394","7","1957-07-03",223,"Metz","Colmar","Stage with mountain(s)","Roger Hassenforder","","FRA","6.1763552","49.1196964","7.3579641","48.0777517"
"1395","8","1957-07-04",192,"Colmar","Besançon","Plain stage","Pierino Baffi","","ITA","7.3579641","48.0777517","6.0243622","47.2380222"
"1396","9","1957-07-05",188,"Besançon","Thonon-les-Bains","Plain stage","Jacques Anquetil","","FRA","6.0243622","47.2380222","6.4779448","46.3731303"
"1397","10","1957-07-07",247,"Thonon-les-Bains","Briançon","Stage with mountain(s)","Gastone Nencini","","ITA","6.4779448","46.3731303","6.6436313","44.8984037"
"1398","11","1957-07-08",286,"Briançon","Cannes","Stage with mountain(s)","René Privat","","FRA","6.6436313","44.8984037","7.0134418","43.5515198"
"1399","12","1957-07-09",239,"Cannes","Marseille","Stage with mountain(s)","Jean Stablinski","","FRA","7.0134418","43.5515198","5.3699525","43.2961743"
"1400","13","1957-07-10",160,"Marseille","Alès","Plain stage","Nino Defilippis","","ITA","5.3699525","43.2961743","4.0852818","44.1253665"
"1401","14","1957-07-11",246,"Alès","Perpignan","Plain stage","Roger Hassenforder","","FRA","4.0852818","44.1253665","2.8953121","42.6985304"
"1402","15a","1957-07-12",197,"Perpignan","Barcelona","Plain stage","René Privat","","FRA","2.8953121","42.6985304","2.1774322","41.3828939"
"1403","15b","1957-07-12",9.8,"Montjuïc circuit","Montjuïc circuit","Individual time trial","Jacques Anquetil","","FRA","2.1582485","41.3642113","2.1582485","41.3642113"
"1404","16","1957-07-14",220,"Barcelona ","Ax-les-Thermes","Stage with mountain(s)","Jean Bourlès","","FRA","2.1774322","41.3828939","1.8379765","42.7193597"
"1405","17","1957-07-15",236,"Ax-les-Thermes","Saint-Gaudens","Stage with mountain(s)","Nino Defilippis","","ITA","1.8379765","42.7193597","0.7247218","43.1077682"
"1406","18","1957-07-16",207,"Saint-Gaudens","Pau","Stage with mountain(s)","Gastone Nencini","","ITA","0.7247218","43.1077682","-0.3685668","43.2957547"
"1407","19","1957-07-17",194,"Pau","Bordeaux","Plain stage","Pierino Baffi","","ITA","-0.3685668","43.2957547","-0.5800364","44.841225"
"1408","20","1957-07-18",66,"Bordeaux","Libourne","Individual time trial","Jacques Anquetil","","FRA","-0.5800364","44.841225","-0.2427217","44.9133742"
"1409","21","1957-07-19",317,"Libourne","Tours","Plain stage","André Darrigade","","FRA","-0.2427217","44.9133742","0.6889268","47.3900474"
"1410","22","1957-07-20",227,"Tours","Paris","Plain stage","André Darrigade","","FRA","0.6889268","47.3900474","2.32004102172008","48.8588897"
"1411","1","1956-07-05",223,"Reims","Liège","Plain stage","André Darrigade","","FRA","4.031926","49.2577886","5.5736112","50.6450944"
"1412","2","1956-07-06",217,"Liège","Lille","Plain stage","Fred De Bruyne","","BEL","5.5736112","50.6450944","3.0635282","50.6365654"
"1413","3","1956-07-07",225,"Lille","Rouen","Plain stage","Arigo Padovan","","ITA","3.0635282","50.6365654","1.0939658","49.4404591"
"1414","4a","1956-07-08",15.1,"Circuit de Rouen-Les-Essarts","Circuit de Rouen-Les-Essarts","Individual time trial","Charly Gaul","","LUX","1.0140565","49.3383769","1.0140565","49.3383769"
"1415","4b","1956-07-08",125,"Rouen","Caen","Plain stage","Roger Hassenforder","","FRA","1.0939658","49.4404591","-0.3635615","49.1813403"
"1416","5","1956-07-09",189,"Caen","Saint-Malo","Plain stage","Joseph Morvan","","FRA","-0.3635615","49.1813403","-2.0260409","48.649518"
"1417","6","1956-07-10",192,"Saint-Malo","Lorient","Plain stage","Fred De Bruyne","","BEL","-2.0260409","48.649518","-3.3660907","47.7477336"
"1418","7","1956-07-11",244,"Lorient","Angers","Plain stage","Alessandro Fantini","","ITA","-3.3660907","47.7477336","-0.5515588","47.4739884"
"1419","8","1956-07-12",180,"Angers","La Rochelle","Plain stage","Miguel Poblet","","ESP","-0.5515588","47.4739884","-1.1520434","46.1591126"
"1420","9","1956-07-13",219,"La Rochelle","Bordeaux","Plain stage","Roger Hassenforder","","FRA","-1.1520434","46.1591126","-0.5800364","44.841225"
"1421","10","1956-07-15",201,"Bordeaux","Bayonne","Plain stage","Fred De Bruyne","","BEL","-0.5800364","44.841225","-1.4736657","43.4945144"
"1422","11","1956-07-16",255,"Bayonne","Pau","Stage with mountain(s)","Nino Defilippis","","ITA","-1.4736657","43.4945144","-0.3685668","43.2957547"
"1423","12","1956-07-17",130,"Pau","Luchon","Stage with mountain(s)","Jean-Pierre Schmitz","","LUX","-0.3685668","43.2957547","0.5912279","42.7910617"
"1424","13","1956-07-18",176,"Luchon","Toulouse","Stage with mountain(s)","Nino Defilippis","","ITA","0.5912279","42.7910617","1.4442469","43.6044622"
"1425","14","1956-07-19",231,"Toulouse","Montpellier","Plain stage","Roger Hassenforder","","FRA","1.4442469","43.6044622","3.8767337","43.6112422"
"1426","15","1956-07-20",204,"Montpellier","Aix-en-Provence","Plain stage","Joseph Thomin","","FRA","3.8767337","43.6112422","5.4474738","43.5298424"
"1427","16","1956-07-22",203,"Aix-en-Provence","Gap","Stage with mountain(s)","Jean Forestier","","FRA","5.4474738","43.5298424","6.0820639","44.5612032"
"1428","17","1956-07-23",234,"Gap","Turin","Stage with mountain(s)","Nino Defilippis","","ITA","6.0820639","44.5612032","7.6824892","45.0677551"
"1429","18","1956-07-24",250,"Turin","Grenoble","Stage with mountain(s)","Charly Gaul","","LUX","7.6824892","45.0677551","5.7357819","45.1875602"
"1430","19","1956-07-25",173,"Grenoble","Saint-Étienne","Stage with mountain(s)","Stan Ockers","","BEL","5.7357819","45.1875602","4.3873058","45.4401467"
"1431","20","1956-07-26",73,"Saint-Étienne","Lyon","Individual time trial","Miguel Bover","","ESP","4.3873058","45.4401467","4.8320114","45.7578137"
"1432","21","1956-07-27",237,"Lyon","Montluçon","Stage with mountain(s)","Roger Hassenforder","","FRA","4.8320114","45.7578137","2.6072057","46.3396952"
"1433","22","1956-07-28",331,"Montluçon","Paris","Plain stage","Gastone Nencini","","ITA","2.6072057","46.3396952","2.32004102172008","48.8588897"
"1434","1a","1955-07-07",102,"Le Havre","Dieppe","Plain stage","Miguel Poblet","","ESP","0.1079732","49.4938975","1.0791444","49.9246182"
"1435","1b","1955-07-07",12.5,"Dieppe","Dieppe","Team time trial","Netherlands","","","1.0791444","49.9246182","1.0791444","49.9246182"
